,name,desc,url,version,license,dependencies,install_30,install_90,install_365,on_request_30,on_request_90,on_request_365,build_error_30,build_error_90,build_error_365
170,apt-dater,Manage package updates on remote hosts using SSH,https://github.com/DE-IBH/apt-dater,1.0.4,GPL-2.0,"gettext, glib, popt",150,669,2384,150,671,2387,0,0,0
171,aptly,Swiss army knife for Debian repository management,https://www.aptly.info/,1.5.0,MIT,,33,102,582,33,102,582,0,0,0
172,aptos,Layer 1 blockchain built to support fair access to decentralized assets for all,https://aptoslabs.com/,1.0.7,Apache-2.0,,129,433,433,127,432,432,1,0,0
173,aqbanking,Generic online banking interface,https://www.aquamaniac.de/rdm/projects/aqbanking,6.5.4,GPL-2.0-or-later,"gettext, gmp, gwenhywfar, ktoblzcheck, libxml2, libxmlsec1, libxslt, pkg-config",43,143,818,40,126,729,0,0,0
174,arabica,XML toolkit written in C++,https://www.jezuk.co.uk/tags/arabica.html,20200425,BSD-3-Clause,boost,7,31,110,7,31,110,0,0,0
175,arangodb,Multi-Model NoSQL Database,https://www.arangodb.com/,3.10.4,Apache-2.0,openssl@1.1,170,898,3872,171,898,3872,0,0,0
176,aravis,Vision library for genicam based cameras,https://wiki.gnome.org/Projects/Aravis,0.8.26,LGPL-2.1-or-later,"adwaita-icon-theme, glib, gst-plugins-bad, gst-plugins-base, gst-plugins-good, gstreamer, gtk+3, intltool, libnotify, libusb",100,290,1043,93,277,995,2,0,0
177,arb,C library for arbitrary-precision interval arithmetic,https://arblib.org,2.23.0,LGPL-2.1-or-later,"flint, gmp, mpfr",38,127,663,38,127,664,0,0,0
178,arcade-learning-environment,Platform for AI research,https://github.com/mgbellemare/Arcade-Learning-Environment,0.8.1,GPL-2.0-only,"numpy, python@3.11, sdl2",30,69,366,30,69,366,0,0,0
179,archey,Graphical system information display for macOS,https://obihann.github.io/archey-osx/,1.6.0,GPL-2.0-or-later,,2,7,1760,2,7,1762,0,0,0
180,archey4,Simple system information tool written in Python,https://github.com/HorlogeSkynet/archey4,4.14.1.0,GPL-3.0-or-later,python@3.11,117,578,2155,117,578,2155,0,0,0
181,archi-steam-farm,Application for idling Steam cards from multiple accounts simultaneously,https://github.com/JustArchiNET/ArchiSteamFarm,5.4.3.2,Apache-2.0,dotnet,8,71,280,8,72,281,0,0,0
182,archivemount,File system for accessing archives using libarchive,https://www.cybernoia.de/software/archivemount.html,0.9.1,LGPL-2.0-or-later,"libarchive, libfuse@2",0,0,12,0,0,12,0,0,0
183,archiver,"Cross-platform, multi-format archive utility",https://github.com/mholt/archiver,3.5.1,MIT,,41,133,612,73,166,645,0,0,0
184,arduino-cli,Arduino command-line interface,https://github.com/arduino/arduino-cli,0.31.0,GPL-3.0-only,,1449,3505,18734,1447,3505,18727,0,0,0
185,argo,Get stuff done with container-native workflows for Kubernetes,https://argoproj.io,3.4.5,Apache-2.0,,1312,3396,20476,1271,3287,19943,0,0,0
186,argocd,GitOps Continuous Delivery for Kubernetes,https://argoproj.github.io/cd,2.6.4,Apache-2.0,,8253,31561,114844,8237,31486,114365,4,0,0
187,argocd-autopilot,Opinionated way of installing Argo CD and managing GitOps repositories,https://argoproj.io,0.4.13,Apache-2.0,,109,732,2939,109,732,2939,0,0,0
188,argocd-vault-plugin,Argo CD plugin to retrieve secrets from Secret Management tools,https://argocd-vault-plugin.readthedocs.io,1.13.1,Apache-2.0,,41,199,1121,41,199,1120,0,0,0
189,argon2,Password hashing library and CLI utility,https://github.com/P-H-C/phc-winner-argon2,20190702,Apache-2.0,,19797,88709,451308,143,613,2889,0,0,0
190,argp-standalone,Standalone version of arguments parsing functions from GLIBC,https://www.lysator.liu.se/~nisse/misc/,1.3,,,275,1234,5160,68,279,1389,0,0,0
191,argtable,ANSI C library for parsing GNU-style command-line options,https://argtable.sourceforge.io,2.13,,,129,563,2358,25,101,377,0,0,0
192,argus,Audit Record Generation and Utilization System server,https://qosient.com/argus/,3.0.8.2,GPL-3.0,,6,22,95,6,22,95,0,0,0
193,argus-clients,Audit Record Generation and Utilization System clients,https://openargus.org,3.0.8.2,,"geoip, readline, rrdtool",19,63,352,19,63,352,0,0,0
194,argyll-cms,ICC compatible color management system,https://www.argyllcms.com/,2.3.1,AGPL-3.0-only,"jpeg-turbo, libpng, libtiff, openssl@3",61,258,1322,41,162,707,0,0,0
195,aria2,Download with resuming and segmented downloading,https://aria2.github.io/,1.36.0,GPL-2.0-or-later,"gettext, libssh2, sqlite",5376,24451,123745,5341,24305,122296,2,0,0
196,aribb24,"Library for ARIB STD-B24, decoding JIS 8 bit characters and parsing MPEG-TS",https://code.videolan.org/jeeb/aribb24,1.0.4,LGPL-3.0-only,libpng,66610,240091,240111,88,224,240,0,0,0
197,arkade,Open Source Kubernetes Marketplace,https://blog.alexellis.io/kubernetes-marketplace-two-year-update/,0.9.4,MIT,,87,645,2232,87,646,2232,0,0,0
198,arm-linux-gnueabihf-binutils,FSF/GNU binutils for cross-compiling to arm-linux,https://www.gnu.org/software/binutils/binutils.html,2.40,GPL-3.0-or-later,,223,1091,3889,221,1086,3887,0,0,0
199,armadillo,C++ linear algebra library,https://arma.sourceforge.io/,12.0.1,Apache-2.0,"arpack, hdf5, libaec, openblas, superlu",575,1935,11024,500,1696,9400,0,0,0
200,armor,"Uncomplicated, modern HTTP server",https://github.com/labstack/armor,0.4.14,MIT,,2,10,54,2,10,54,0,0,0
201,arp-scan,ARP scanning and fingerprinting tool,https://github.com/royhills/arp-scan,1.10.0,GPL-3.0,libpcap,675,5139,14828,675,5131,14813,0,0,0
202,arp-sk,ARP traffic generation tool,https://web.archive.org/web/20180223202629/sid.rstack.org/arp-sk/,0.0.16,,libnet,3,8,63,3,8,63,0,0,0
203,arpack,Routines to solve large scale eigenvalue problems,https://github.com/opencollab/arpack-ng,3.9.0,BSD-3-Clause,"eigen, gcc, open-mpi, openblas",5018,10277,44093,1628,2912,10577,0,0,0
204,arping,Utility to check whether MAC addresses are already taken on a LAN,https://github.com/ThomasHabets/arping,2.23,GPL-2.0-or-later,libnet,180,979,5991,181,981,5989,0,0,0
205,arpoison,UNIX arp cache update utility,http://www.arpoison.net/,0.7,,libnet,1617,8474,16040,1617,8469,16033,0,0,0
206,arrayfire,General purpose GPU library,https://arrayfire.com,3.8.3,BSD-3-Clause,"fftw, fmt, freeimage, openblas, spdlog",67,152,595,67,149,547,2,0,0
207,arss,Analyze a sound file into a spectrogram,https://arss.sourceforge.io/,0.2.3,GPL-2.0-or-later,fftw,6,26,146,6,26,146,0,0,0
208,artifactory,Manages binaries,https://www.jfrog.com/artifactory/,6.23.42,AGPL-3.0-or-later,openjdk,17,112,808,17,112,804,0,0,0
209,artillery,Cloud-native performance & reliability testing for developers and SREs,https://artillery.io/,2.0.0-30,MPL-2.0,node,73,270,819,73,271,819,0,0,0
210,arturo,"Simple, modern and portable programming language for efficient scripting",https://arturo-lang.io/,0.9.83,MIT,"gmp, mpfr, mysql",17,48,177,17,48,177,11,0,0
211,arx-libertatis,"Cross-platform, open source port of Arx Fatalis",https://arx-libertatis.org/,1.2.1,GPL-3.0-or-later,"freetype, glew, innoextract, sdl2",18,50,312,17,49,311,0,0,0
212,arxiv_latex_cleaner,Clean LaTeX code to submit to arXiv,https://github.com/google-research/arxiv-latex-cleaner,0.1.30,Apache-2.0,"pillow, python@3.11, pyyaml, six",43,119,492,43,119,490,0,0,0
213,as-tree,Print a list of paths as a tree of paths 🌳,https://github.com/jez/as-tree,0.12.0,BlueOak-1.0.0,,11,101,457,11,101,457,0,0,0
214,ascii,List ASCII idiomatic names and octal/decimal code-point forms,http://www.catb.org/~esr/ascii/,3.18,BSD-2-Clause,,43,203,1026,43,203,1024,0,0,0
215,ascii2binary,Converting Text to Binary and Back,https://billposer.org/Software/a2b.html,2.14,GPL-3.0-only,gettext,4,21,67,4,21,67,0,0,0
216,asciidoc,Formatter/translator for text files to numerous formats,https://asciidoc-py.github.io/,10.2.0,GPL-2.0-or-later,"docbook, python@3.11, source-highlight",251,1130,11479,196,888,9421,6,0,0
217,asciidoctor,Text processor and publishing toolchain for AsciiDoc,https://asciidoctor.org/,2.0.18,MIT,,913,4424,19915,470,2132,10981,0,0,0
218,asciidoctorj,Java wrapper and bindings for Asciidoctor,https://github.com/asciidoctor/asciidoctorj,2.5.7,Apache-2.0,openjdk,38,107,557,38,106,556,0,0,0
219,asciinema,Record and share terminal sessions,https://asciinema.org,2.2.0,GPL-3.0,python@3.11,598,2965,24114,599,2968,24100,0,0,0
220,asciiquarium,Aquarium animation in ASCII art,https://robobunny.com/projects/asciiquarium/html/,1.1,GPL-2.0-or-later,"ncurses, perl",564,2593,8231,564,2595,8231,0,0,0
221,asciitex,Generate ASCII-art representations of mathematical equations,https://asciitex.sourceforge.io,0.21,GPL-2.0,,3,20,78,3,20,78,0,0,0
222,asdf,"Extendable version manager with support for Ruby, Node.js, Erlang & more",https://asdf-vm.com/,0.11.2,MIT,"autoconf, automake, coreutils, libtool, libyaml, openssl@3, readline, unixodbc",10499,67368,236659,10486,67314,236422,0,0,0
223,asimov,Automatically exclude development dependencies from Time Machine backups,https://github.com/stevegrunwell/asimov,0.3.0,MIT,,51,257,1069,51,257,1068,0,0,0
224,asio,Cross-platform C++ Library for asynchronous programming,https://think-async.com/Asio,1.26.0,BSL-1.0,openssl@3,585,3239,12163,544,2893,11207,0,0,0
225,ask-cli,CLI tool for Alexa Skill Kit,https://www.npmjs.com/package/ask-cli,2.28.0,Apache-2.0,node,26,115,620,26,115,619,0,0,0
226,asn1c,Compile ASN.1 specifications into C source code,http://www.lionet.info/asn1c/,0.9.28,BSD-2-Clause,,6,25,143,6,26,144,0,0,0
227,aspcud,Package dependency solver,https://potassco.org/aspcud/,1.9.6,MIT,clingo,79,359,6579,63,270,2706,0,0,0
228,aspectj,Aspect-oriented programming for Java,https://www.eclipse.org/aspectj/,1.9.19,EPL-2.0,openjdk,38,159,527,38,159,525,0,0,0
229,aspell,Spell checker with better logic than ispell,http://aspell.net/,0.60.8,LGPL-2.1-only,,21235,95358,485255,514,2359,11865,0,0,0
230,asroute,CLI to interpret traceroute -a output to show AS names traversed,https://github.com/stevenpack/asroute,0.1.0,MIT,,2,31,117,2,31,117,0,0,0
231,assh,"Advanced SSH config - Regex, aliases, gateways, includes and dynamic hosts",https://manfred.life/assh,2.15.0,MIT,,29,146,1007,29,147,1009,0,0,0
232,assimp,Portable library for importing many well-known 3D model formats,https://www.assimp.org/,5.2.5,Cannot Represent,,7954,41595,429885,415,1914,15086,10,0,0
233,astgen,Generate AST in json format for JS/TS,https://github.com/joernio/astgen,2.14.0,Apache-2.0,node,25,54,54,20,49,49,0,0,0
234,astro,To build and run Airflow DAGs locally and interact with the Astronomer API,https://www.astronomer.io/,1.11.0,Apache-2.0,,413,2118,6397,412,2113,6394,0,0,0
235,astrometry-net,Automatic identification of astronomical images,https://github.com/dstndstn/astrometry.net,0.93,BSD-3-Clause,"cairo, cfitsio, gsl, jpeg-turbo, libpng, netpbm, numpy, python@3.11, wcslib",66,386,1373,66,386,1375,0,0,0
236,astyle,"Source code beautifier for C, C++, C#, and Java",https://astyle.sourceforge.io/,3.1,MIT,,125,598,3044,89,393,2104,0,0,0
237,asuka,Gemini Project client written in Rust with NCurses,https://sr.ht/~julienxx/Asuka/,0.8.5,MIT,,1,24,129,0,24,129,0,0,0
238,asymptote,Powerful descriptive vector graphics language,https://asymptote.sourceforge.io,2.85,LGPL-3.0-only,"fftw, ghostscript, gsl, readline",158,316,1494,158,316,1496,0,0,0
239,asyncapi,All in one CLI for all AsyncAPI tools,https://github.com/asyncapi/cli,0.31.2,Apache-2.0,node,135,561,1467,135,561,1467,0,0,0
240,asyncplusplus,Concurrency framework for C++11,https://github.com/Amanieu/asyncplusplus,1.1,MIT,,1,1,10,0,0,10,0,0,0
241,at-spi2-atk,Accessibility Toolkit GTK+ module,https://www.freedesktop.org/wiki/Accessibility/AT-SPI2,2.38.0,LGPL-2.1-or-later,"at-spi2-core, atk, libxml2",0,0,1,0,0,0,0,0,0
242,at-spi2-core,Protocol definitions and daemon for D-Bus at-spi,https://www.freedesktop.org/wiki/Accessibility/AT-SPI2,2.44.1,LGPL-2.1-or-later,"dbus, glib, libx11, libxtst, xorgproto",0,0,1,0,0,0,0,0,0
243,atari800,Atari 8-bit machine emulator,https://atari800.github.io/,5.0.0,GPL-2.0,"libpng, sdl12-compat",13,64,470,13,64,470,0,0,0
244,atasm,Atari MAC/65 compatible assembler for Unix,https://atari.miribilist.com/atasm/,1.09,GPL-2.0-or-later,,1,4,29,0,4,29,0,0,0
245,atdtool,Command-line interface for After the Deadline language checker,https://github.com/lpenz/atdtool,1.3.3,BSD-3-Clause,python@3.10,0,2,13,0,0,13,0,0,0
246,aterm,Annotated Term for tree-like ADT exchange,https://web.archive.org/web/20180902175600/meta-environment.org/Meta-Environment/ATerms.html,2.8,BSD-3-Clause,,1,12,92,0,8,53,0,0,0
247,atf,Automated testing framework,https://github.com/jmmv/atf,0.21,BSD-2-Clause,,4,18,122,3,9,26,0,0,0
248,athenacli,CLI tool for AWS Athena service,https://athenacli.readthedocs.io/en/latest/,1.6.8,BSD-3-Clause,"python-tabulate, python@3.11, six",18,123,718,18,123,717,0,0,0
249,atk,GNOME accessibility toolkit,https://library.gnome.org/devel/atk/,2.38.0,GPL-2.0-or-later,glib,6720,32948,205102,883,4557,50523,0,0,0
250,atkmm,Official C++ interface for the ATK accessibility toolkit library,https://www.gtkmm.org/,2.36.2,LGPL-2.1-or-later,"atk, glibmm",137,841,5908,108,624,3925,0,0,0
251,atkmm@2.28,Official C++ interface for the ATK accessibility toolkit library,https://www.gtkmm.org/,2.28.3,LGPL-2.1-or-later,"atk, glibmm@2.66",584,3274,18280,124,838,4234,0,0,0
252,atlantis,Terraform Pull Request Automation tool,https://www.runatlantis.io/,0.23.2,Apache-2.0,terraform,81,442,1841,81,442,1841,0,0,0
253,atlas,Database toolkit,https://atlasgo.io/,0.9.1,Apache-2.0,,82,392,2007,82,392,2010,0,0,0
254,atmos,Universal Tool for DevOps and Cloud Automation,https://github.com/cloudposse/atmos,1.30.0,Apache-2.0,,99,427,1803,98,426,1803,0,0,0
255,atomicparsley,MPEG-4 command-line tool,https://github.com/wez/atomicparsley,20221229.172126.d813aa6,GPL-2.0-or-later,,321,2434,5132,205,1635,3409,0,0,0
256,atomist-cli,Unified command-line tool for interacting with Atomist services,https://github.com/atomist/cli#readme,1.8.0,Apache-2.0,"node, macos-term-size",6,32,177,6,32,177,0,0,0
257,atool,Archival front-end,https://savannah.nongnu.org/projects/atool/,0.39.0,GPL-3.0,,84,288,1385,84,287,1384,0,0,0
258,atop,Advanced system and process monitor for Linux using process events,https://www.atoptool.nl,2.8.1,GPL-2.0-or-later,"linux-headers@5.15, ncurses, zlib",0,0,0,0,0,0,0,0,0
259,ats2-postiats,Programming language with formal specification features,http://www.ats-lang.org/,0.4.2,GPL-3.0-only,gmp,2,10,58,2,10,58,0,0,0
260,attr,Manipulate filesystem extended attributes,https://savannah.nongnu.org/projects/attr,2.5.1,GPL-2.0-or-later,,0,1,1,0,0,0,0,0,0
261,atuin,Improved shell history for zsh and bash,https://github.com/ellie/atuin,13.0.1,MIT,,198,644,3947,199,645,3947,0,0,0
262,aubio,Extract annotations from audio signals,https://github.com/aubio/aubio,0.4.9,GPL-3.0-or-later,"numpy, python@3.11",61,193,1178,61,188,1125,0,0,0
263,audacious,Free and advanced audio player based on GTK+,https://audacious-media-player.org/,4.3,BSD-2-Clause,"faad2, ffmpeg, flac, fluid-synth, glib, lame, libbs2b, libcue, libmodplug, libnotify, libopenmpt, libsamplerate, libsoxr, libvorbis, mpg123, neon, qt@5, sdl2, wavpack",100,340,2098,100,338,2093,0,0,0
264,audiofile,Reads and writes many common audio file formats,https://audiofile.68k.org/,0.3.6,LGPL-2.1,,42,181,699,30,100,367,0,0,0
265,auditbeat,Lightweight Shipper for Audit Data,https://www.elastic.co/products/beats/auditbeat,8.6.2,Apache-2.0,,19,67,495,19,65,493,0,0,0
266,augeas,Configuration editing tool and API,https://augeas.net/,1.14.0,LGPL-2.1-or-later,readline,3503,26615,72057,948,6719,17625,3,0,0
267,augustus,Predict genes in eukaryotic genomic sequences,https://bioinf.uni-greifswald.de/augustus/,3.5.0,Artistic-1.0,"bamtools, boost, htslib",14,101,357,12,85,314,0,0,0
268,aurora,Beanstalkd queue server console,https://xuri.me/aurora,2.2,MIT,,14,52,222,14,52,222,0,0,0
269,austin,Python frame stack sampler for CPython,https://github.com/P403n1x87/austin,3.5.0,GPL-3.0-or-later,,26,138,648,26,138,649,0,0,0
270,authoscope,Scriptable network authentication cracker,https://github.com/kpcyrd/authoscope,0.8.1,GPL-3.0-or-later,,3,31,176,3,31,175,0,0,0
271,autobench,Automatic webserver benchmark tool,http://www.xenoclast.org/autobench/,2.1.2,GPL-2.0,httperf,2,12,65,2,12,65,0,0,0
272,autocannon,Fast HTTP/1.1 benchmarking tool written in Node.js,https://github.com/mcollina/autocannon,7.10.0,MIT,node,26,102,407,26,102,407,0,0,0
273,autocode,"Code automation for every language, library and framework",https://autocode.readme.io/,1.3.1,Apache-2.0,node,24,93,447,24,93,447,0,0,0
274,autoconf,Automatic configure script builder,https://www.gnu.org/software/autoconf,2.71,GPL-3.0-or-later and (GPL-3.0-or-later with Autoconf-exception-3.0),m4,74988,354580,1725567,10730,49494,248612,0,0,0
275,autoconf-archive,Collection of over 500 reusable autoconf macros,https://savannah.gnu.org/projects/autoconf-archive/,2023.02.20,GPL-3.0-or-later,autoconf,475,2799,14974,249,1898,8713,0,0,0
276,autoconf@2.13,Automatic configure script builder,https://www.gnu.org/software/autoconf/,2.13,GPL-2.0-or-later,,36,166,669,29,101,407,0,0,0
277,autoconf@2.69,Automatic configure script builder,https://www.gnu.org/software/autoconf,2.69,GPL-3.0-or-later and (GPL-3.0-or-later with Autoconf-exception-3.0),m4,112,1696,12200,78,412,2567,1,0,0
278,autocorrect,"Linter and formatter to improve copywriting, correct spaces, words between CJK",https://github.com/huacnlee/autocorrect,2.6.2,MIT,,35,197,472,35,198,473,0,0,0
279,autodiff,Automatic differentiation made easier for C++,https://autodiff.github.io,0.6.12,MIT,"eigen, pybind11",13,44,314,13,44,314,0,0,0
280,autoenv,"Per-project, per-directory shell environments",https://github.com/hyperupcall/autoenv,0.3.0,MIT,,157,692,3340,158,692,3335,0,0,0
281,autogen,Automated text file generator,https://autogen.sourceforge.io,5.18.16,GPL-3.0-or-later,guile,147,818,6777,143,772,5931,0,0,0
282,autojump,Shell extension to jump to frequently used directories,https://github.com/wting/autojump,22.5.3,GPL-3.0-or-later,python@3.11,2122,8823,51859,2127,8820,51824,0,0,0
283,automake,Tool for generating GNU Standards-compliant Makefiles,https://www.gnu.org/software/automake/,1.16.5,GPL-2.0-or-later,autoconf,29775,146741,687242,21054,99951,461236,9,0,0
284,automysqlbackup,Automate MySQL backups,https://sourceforge.net/projects/automysqlbackup/,3.0-rc6,,,8,38,152,8,38,152,0,0,0
285,autopep8,Automatically formats Python code to conform to the PEP 8 style guide,https://github.com/hhatto/autopep8,2.0.2,MIT,python@3.11,253,1998,7422,250,1995,7418,0,0,0
286,autopsy,Graphical interface to Sleuth Kit investigation tools,https://www.sleuthkit.org/autopsy/index.php,2.24,,sleuthkit,112,408,1987,111,407,1985,0,0,0
287,autorest,Swagger (OpenAPI) Specification code generator,https://github.com/Azure/autorest,3.6.3,MIT,node@18,22,135,586,22,135,586,0,0,0
288,autorestic,High level CLI utility for restic,https://autorestic.vercel.app/,1.7.7,Apache-2.0,restic,12,106,496,12,106,496,0,0,0
289,autossh,Automatically restart SSH sessions and tunnels,https://www.harding.motd.ca/autossh/,1.4g,,,389,1617,8437,387,1609,8385,0,0,0
290,avahi,Service Discovery for Linux using mDNS/DNS-SD,https://avahi.org,0.8,LGPL-2.1-or-later,"dbus, gdbm, glib, libdaemon",0,11,12,0,11,12,0,0,0
